SchoolCode,SchoolName,SchoolType,Grade,TotalEnrollment,FirstLanguageNotEnglish,PctFirstLanguageNotEnglish,EnglishLanguageLearner,PctEnglishLanguageLearner,StudentsWithDisabilities,PctStudentsWithDisabilities,HighNeeds,PctHighNeeds,EconomicallyDisadvantaged,PctEconomicallyDisadvantaged,TotalNoOfClasses,AverageClassSize,NumberOfStudents,SalaryTotals,AverageSalary,FTECount,InDistrictExpenditures,TotalInDistrictFTEs,AverageInDistrictExpendituresPerPupil,TotalExpenditures,TotalPupilFTEs,AverageExpendituresPerPupil,AccountabilityAndAssistanceLevel,AccountabilityAndAssistanceDescription,SchoolAccountablityPercentile,ProgressAndPerformanceAll,ProgressAndPerformanceHighNeeds,DistrictAccountability,DistrictProgressAndPerformanceAll,DistrictProgressAndPerformanceHighNeeds
350020,Curley K-8 School,Public School,"PK,K,01,02,03,04,05,06,07,08",948,450,47.5,346,36.5,248,26.2,660,69.6,495,52.2,368,19,950,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of subgroups,21,47,40,Level 4,53,54
350052,Charles Sumner,Public School,"PK,K,01,02,03,04,05",558,252,45.2,225,40.3,117,21,412,73.8,309,55.4,296,18.9,584,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 2,2016 Level held harmless,10,39,36,Level 4,53,54
350054,Charles H Taylor,Public School,"PK,K,01,02,03,04,05",507,188,37.1,165,32.5,76,15,418,82.4,346,68.2,279,18.6,592,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 2,2016 Level held harmless,17,64,63,Level 4,53,54
350062,Curtis Guild,Public School,"PK,K,01,02,03,04,05",309,236,76.4,206,66.7,65,21,276,89.3,174,56.3,158,16.8,365,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 2,2016 Level held harmless,19,79,80,Level 4,53,54
350072,David A Ellis,Public School,"PK,K,01,02,03,04,05",438,194,44.3,164,37.4,60,13.7,382,87.2,331,75.6,178,18.6,483,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools and subgroups,3,42,49,Level 4,53,54
350074,Dearborn,Public School,"06,07,08,09,10,11,12",309,201,65,149,48.2,40,12.9,264,85.4,190,61.5,177,13.9,277,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 4,Among lowest achieving and least improving schools,25,77,71,Level 4,53,54
350077,Dennis C Haley,Public School,"PK,K,01,02,03,04,05,06,07,08",452,102,22.6,79,17.5,140,31,282,62.4,187,41.4,179,22.9,461,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of subgroups,31,69,69,Level 4,53,54
350080,Donald Mckay,Public School,"PK,K,01,02,03,04,05,06,07,08",732,621,84.8,435,59.4,95,13,646,88.3,368,50.3,315,19.2,722,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 1,Meeting gap narrowing goals,30,84,86,Level 4,53,54
350088,Edward Everett,Public School,"PK,K,01,02,03,04,05",278,130,46.8,97,34.9,41,14.7,232,83.5,174,62.6,91,20.9,295,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools,11,76,81,Level 4,53,54
350096,Eliot Elementary,Public School,"PK,K,01,02,03,04,05,06,07,08",558,90,16.1,54,9.7,113,20.3,216,38.7,114,20.4,288,18.7,520,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 1,2016 Level held harmless,76,55,51,Level 4,53,54
350100,Ellis Mendell,Public School,"PK,K,01,02,03,04,05",244,67,27.5,58,23.8,55,22.5,129,52.9,85,34.8,81,18.4,237,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools and subgroups,3,84,59,Level 4,53,54
350116,Franklin D Roosevelt,Public School,"PK,K,01,02,03,04,05,06,07,08",453,138,30.5,81,17.9,114,25.2,295,65.1,198,43.7,122,23,472,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 2,Not meeting gap narrowing goals,47,61,52,Level 4,53,54
350122,George H Conley,Public School,"PK,K,01,02,03,04,05",222,72,32.4,55,24.8,73,32.9,148,66.7,107,48.2,137,15.1,232,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 1,Meeting gap narrowing goals,51,91,88,Level 4,53,54
350135,Henry Grew,Public School,"PK,K,01,02,03,04,05",239,66,27.6,49,20.5,12,5,182,76.2,158,66.1,99,21.6,286,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 4,Among lowest achieving and least improving schools,9,81,71,Level 4,53,54
350138,O W Holmes,Public School,"PK,K,01,02,03,04,05",368,79,21.5,64,17.4,106,28.8,314,85.3,263,71.5,132,21.1,395,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools,3,40,39,Level 4,53,54
350141,Hugh Roe O'Donnell,Public School,"PK,K,01,02,03,04,05",272,229,84.2,200,73.5,34,12.5,253,93,145,53.3,80,23.1,296,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools,15,62,59,Level 4,53,54
350146,James Condon Elementary,Public School,"PK,K,01,02,03,04,05,06,07",846,366,43.3,288,34,184,21.7,675,79.8,547,64.7,458,20.1,869,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools and subgroups,9,70,66,Level 4,53,54
350153,James W Hennigan,Public School,"K,01,02,03,04,05,06,07,08",638,369,57.8,304,47.6,129,20.2,544,85.3,437,68.5,358,16.8,658,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools and subgroups,9,47,41,Level 4,53,54
350154,James J Chittick,Public School,"PK,K,01,02,03,04,05",296,63,21.3,52,17.6,78,26.4,236,79.7,201,67.9,143,15.5,331,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools and subgroups,2,62,47,Level 4,53,54
350156,James Otis,Public School,"PK,K,01,02,03,04,05",398,284,71.4,252,63.3,36,9,339,85.2,198,49.7,77,17.3,415,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 1,Meeting gap narrowing goals,33,87,84,Level 4,53,54
350166,John F Kennedy,Public School,"PK,K,01,02,03,04,05",382,220,57.6,195,51,59,15.4,329,86.1,262,68.6,202,15.6,417,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools,12,61,75,Level 4,53,54
350167,UP Academy Holland,Public School,"PK,K,01,02,03,04,05",759,342,45.1,252,33.2,101,13.3,644,84.8,548,72.2,150,31.8,752,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 5,Chronically underperforming school,5,64,62,Level 4,53,54
350172,John D Philbrick,Public School,"PK,K,01,02,03,04,05",172,40,23.3,33,19.2,21,12.2,104,60.5,82,47.7,53,22,168,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 2,Not meeting gap narrowing goals,25,47,64,Level 4,53,54
350179,John W McCormack,Public School,"06,07,08",444,246,55.4,134,30.2,107,24.1,396,89.2,322,72.5,371,19.4,596,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools and subgroups,20,66,70,Level 4,53,54
350180,John Winthrop,Public School,"PK,K,01,02,03,04,05",329,117,35.6,84,25.5,41,12.5,270,82.1,235,71.4,155,18.7,362,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 4,Among lowest achieving and least improving schools,4,51,50,Level 4,53,54
350181,Joseph P Tynan,Public School,"PK,K,01,02,03,04,05",268,92,34.3,81,30.2,101,37.7,248,92.5,215,80.2,75,11.1,358,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools,13,84,83,Level 4,53,54
350182,Joseph J Hurley,Public School,"PK,K,01,02,03,04,05,06,07,08",353,230,65.2,188,53.3,42,11.9,252,71.4,183,51.8,143,19.2,357,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 1,Meeting gap narrowing goals,56,84,87,Level 4,53,54
350183,Joseph Lee,Public School,"PK,K,01,02,03,04,05,06,07,08",639,176,27.5,114,17.8,233,36.5,524,82,424,66.4,186,21.6,670,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 2,Not meeting gap narrowing goals,34,49,58,Level 4,53,54
350184,Joseph P Manning,Public School,"PK,K,01,02,03,04,05",158,20,12.7,12,7.6,51,32.3,78,49.4,48,30.4,88,14.8,164,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 2,Low assessment participation (Less than 95%),30,71,58,Level 4,53,54
350190,Joyce Kilmer,Public School,"PK,K,01,02,03,04,05,06,07,08",435,100,23,52,12,96,22.1,209,48,105,24.1,167,18.9,483,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 2,Not meeting gap narrowing goals,63,54,47,Level 4,53,54
350200,Harvard-Kent,Public School,"PK,K,01,02,03,04,05",495,279,56.4,233,47.1,107,21.6,452,91.3,369,74.5,285,16.8,532,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 1,Meeting gap narrowing goals,22,79,79,Level 4,53,54
350215,Manassah E Bradley,Public School,"PK,K,01,02,03,04,05",286,171,59.8,109,38.1,38,13.3,216,75.5,126,44.1,89,21.4,318,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 1,Meeting gap narrowing goals,62,86,86,Level 4,53,54
350226,Mattahunt,Public School,"PK,K,01,02,03,04,05",634,226,35.6,195,30.8,133,21,526,83,439,69.2,437,15.6,716,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 4,Among lowest achieving and least improving schools,1,50,54,Level 4,53,54
350227,Mather,Public School,"PK,K,01,02,03,04,05",617,306,49.6,269,43.6,84,13.6,508,82.3,372,60.3,271,21.4,644,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools and subgroups,13,74,75,Level 4,53,54
350229,Maurice J Tobin,Public School,"PK,K,01,02,03,04,05,06,07,08",465,197,42.4,157,33.8,70,15.1,403,86.7,351,75.5,272,19.6,494,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools and subgroups,6,53,59,Level 4,53,54
350231,Michael J Perkins,Public School,"K,01,02,03,04,05",238,62,26.1,44,18.5,23,9.7,212,89.1,201,84.5,75,21.9,242,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools,5,40,46,Level 4,53,54
350237,Mozart,Public School,"PK,K,01,02,03,04,05",175,44,25.1,36,20.6,34,19.4,105,60,68,38.9,73,14.7,179,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 1,Meeting gap narrowing goals,32,89,100,Level 4,53,54
350240,Richard J Murphy,Public School,"PK,K,01,02,03,04,05,06,07,08",946,447,47.3,236,24.9,144,15.2,629,66.5,415,43.9,346,22.8,950,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 2,Not meeting gap narrowing goals,63,64,61,Level 4,53,54
350243,Nathan Hale,Public School,"PK,K,01,02,03,04,05",174,41,23.6,26,14.9,22,12.6,120,69,110,63.2,78,20.8,176,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 1,Meeting gap narrowing goals,52,84,87,Level 4,53,54
350255,Oliver Hazard Perry,Public School,"PK,K,01,02,03,04,05,06,07,08",222,50,22.5,42,18.9,50,22.5,129,58.1,96,43.2,119,14.8,247,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of subgroups,32,71,69,Level 4,53,54
350257,Orchard Gardens,Public School,"PK,K,01,02,03,04,05,06,07,08",886,592,66.8,481,54.3,110,12.4,796,89.8,598,67.5,372,20.6,896,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 2,2016 Level held harmless,20,39,38,Level 4,53,54
350258,William H Ohrenberger,Public School,"03,04,05,06,07,08",602,253,42,151,25.1,118,19.6,398,66.1,279,46.3,310,21.1,687,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 2,Not meeting gap narrowing goals,34,66,66,Level 4,53,54
350262,Lyndon,Public School,"PK,K,01,02,03,04,05,06,07,08",582,177,30.4,111,19.1,105,18,268,46,157,27,212,17.9,551,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 2,Not meeting gap narrowing goals,45,71,70,Level 4,53,54
350264,Patrick J Kennedy,Public School,"PK,K,01,02,03,04,05",297,262,88.2,221,74.4,44,14.8,272,91.6,149,50.2,78,21.8,307,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 1,Meeting gap narrowing goals,45,100,100,Level 4,53,54
350268,Paul A Dever,Public School,"PK,K,01,02,03,04,05",415,241,58.1,223,53.7,59,14.2,372,89.6,329,79.3,260,17.4,507,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 5,Chronically underperforming school,4,52,63,Level 4,53,54
350278,Phineas Bates,Public School,"PK,K,01,02,03,04,05",280,97,34.6,70,25,58,20.7,182,65,132,47.1,90,20.8,289,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 2,Not meeting gap narrowing goals,36,78,69,Level 4,53,54
350286,Josiah Quincy,Public School,"PK,K,01,02,03,04,05",854,564,66,493,57.7,132,15.5,702,82.2,470,55,467,17.9,804,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 1,Meeting gap narrowing goals,61,77,81,Level 4,53,54
350298,Roger Clap,Public School,"PK,K,01,02,03,04,05",170,55,32.4,46,27.1,32,18.8,123,72.4,86,50.6,46,21.6,168,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 2,Low assessment participation (Less than 95%),22,78,83,Level 4,53,54
350302,Samuel Adams,Public School,"PK,K,01,02,03,04,05",294,227,77.2,212,72.1,62,21.1,267,90.8,149,50.7,130,15.9,312,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 1,2016 Level held harmless,23,72,73,Level 4,53,54
350304,Samuel W Mason,Public School,"PK,K,01,02,03,04,05",231,84,36.4,62,26.8,67,29,188,81.4,145,62.8,51,17.9,242,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools,9,27,37,Level 4,53,54
350308,Sarah Greenwood,Public School,"PK,K,01,02,03,04,05,06,07,08",399,246,61.7,191,47.9,99,24.8,350,87.7,278,69.7,139,16.5,427,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of subgroups,21,76,74,Level 4,53,54
350326,Gardner Pilot Academy,Public School,"PK,K,01,02,03,04,05,06,07,08",401,268,66.8,196,48.9,93,23.2,329,82,206,51.4,142,16.9,387,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of subgroups,21,56,55,Level 4,53,54
350328,Thomas J Kenny,Public School,"PK,K,01,02,03,04,05",332,129,38.9,120,36.1,57,17.2,266,80.1,225,67.8,159,16.4,321,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools,17,69,69,Level 4,53,54
350346,Warren-Prescott,Public School,"PK,K,01,02,03,04,05,06,07,08",582,129,22.2,72,12.4,92,15.8,316,54.3,253,43.5,240,18.9,562,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 2,Not meeting gap narrowing goals,70,69,61,Level 4,53,54
350360,William Ellery Channing,Public School,"PK,K,01,02,03,04,05",244,74,30.3,54,22.1,21,8.6,165,67.6,141,57.8,147,16.7,311,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 4,Among lowest achieving and least improving schools,14,70,68,Level 4,53,54
350363,William McKinley,Public School,"K,01,02,03,04,05,06,07,08,09,10,11,12",337,94,27.9,73,21.7,324,96.1,336,99.7,251,74.5,512,6.7,389,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools and subgroups,5,47,47,Level 4,53,54
350366,William E Russell,Public School,"PK,K,01,02,03,04,05",385,259,67.3,228,59.2,43,11.2,345,89.6,228,59.2,112,21.3,415,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 1,Meeting gap narrowing goals,27,85,92,Level 4,53,54
350370,William Monroe Trotter,Public School,"PK,K,01,02,03,04,05,06,07,08",536,104,19.4,88,16.4,86,16,448,83.6,401,74.8,156,22.3,537,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools,11,61,65,Level 4,53,54
350374,Winship Elementary,Public School,"PK,K,01,02,03,04,05",243,115,47.3,74,30.5,31,12.8,180,74.1,107,44,117,18.1,254,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools and subgroups,8,72,64,Level 4,53,54
350375,Edison K-8,Public School,"PK,K,01,02,03,04,05,06,07,08",688,421,61.2,334,48.5,151,21.9,584,84.9,407,59.2,371,19.8,855,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools and subgroups,18,50,45,Level 4,53,54
350376,King K-8,Public School,"PK,K,01,02,03,04,05,06,07,08",490,141,28.8,108,22,86,17.6,418,85.3,377,76.9,208,20.8,518,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools,5,59,56,Level 4,53,54
350377,Higginson/Lewis K-8,Public School,"K,01,02,03,04,05,06,07,08",355,96,27,69,19.4,96,27,313,88.2,280,78.9,221,18.1,438,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools and subgroups,7,50,47,Level 4,53,54
350378,Mildred Avenue K-8,Public School,"PK,K,01,02,03,04,05,06,07,08",505,183,36.2,131,25.9,116,23,416,82.4,347,68.7,182,17.7,473,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 1,Meeting gap narrowing goals,24,77,80,Level 4,53,54
350380,Young Achievers,Public School,"PK,K,01,02,03,04,05,06,07,08",582,220,37.8,176,30.2,134,23,461,79.2,385,66.2,197,17.1,559,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of subgroups,22,58,69,Level 4,53,54
350382,Mission Hill School,Public School,"PK,K,01,02,03,04,05,06,07,08",217,48,22.1,37,17.1,72,33.2,136,62.7,102,47,9,31.2,237,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools and subgroups,7,33,25,Level 4,53,54
350383,Lilla G. Frederick Middle School,Public School,"06,07,08",519,285,54.9,215,41.4,151,29.1,471,90.8,359,69.2,280,16.4,591,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools and subgroups,9,61,69,Level 4,53,54
350390,Blackstone,Public School,"PK,K,01,02,03,04,05",585,332,56.8,272,46.5,138,23.6,533,91.1,424,72.5,321,18.6,654,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools and subgroups,3,52,55,Level 4,53,54
350426,Dr. William Henderson Upper,Public School,"03,04,05,06,07,08,09,10,11,12",505,127,25.1,58,11.5,215,42.6,406,80.4,276,54.7,211,17.1,413,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools,15,74,68,Level 4,53,54
350430,Clarence R Edwards Middle,Public School,"06,07,08",335,229,68.4,142,42.4,106,31.6,297,88.7,196,58.5,185,19.4,397,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools and subgroups,8,41,41,Level 4,53,54
350445,Washington Irving Middle,Public School,"06,07,08",344,130,37.8,62,18,91,26.5,258,75,209,60.8,272,19.1,438,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools and subgroups,6,50,58,Level 4,53,54
350485,James P Timilty Middle,Public School,"06,07,08",371,219,59,139,37.5,89,24,324,87.3,261,70.4,179,21,473,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools and subgroups,5,38,37,Level 4,53,54
350505,Brighton High,Public School,"09,10,11,12",811,481,59.3,337,41.6,193,23.8,699,86.2,495,61,321,17.8,958,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 4,Among lowest achieving and least improving schools,2,48,65,Level 4,53,54
350515,Charlestown High,Public School,"09,10,11,12",910,563,61.9,378,41.5,230,25.3,795,87.4,572,62.9,451,15.2,952,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools and subgroups,9,65,66,Level 4,53,54
350522,Excel High School,Public School,"09,10,11,12",525,283,53.9,156,29.7,144,27.4,443,84.4,339,64.6,247,17,587,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 4,Among lowest achieving and least improving schools,3,54,57,Level 4,53,54
350525,Jeremiah E Burke High,Public School,"09,10,11,12",489,243,49.7,168,34.4,59,12.1,404,82.6,299,61.1,184,18.2,554,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools,11,89,90,Level 4,53,54
350530,East Boston High,Public School,"09,10,11,12",1496,1147,76.7,649,43.4,230,15.4,1200,80.2,688,46,460,17.7,1588,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 3,Among lowest performing 20% of schools and subgroups,6,66,63,Level 4,53,54
350535,The English High,Public School,"09,10,11,12",553,300,54.2,209,37.8,109,19.7,457,82.6,361,65.3,215,15.1,572,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 4,Among lowest achieving and least improving schools,18,73,76,Level 4,53,54
350537,Madison Park High,Public School,"09,10,11,12",841,480,57.1,283,33.7,293,34.8,739,87.9,573,68.1,450,11.7,839,383866184,88790,4323,1093104369,56858.8,19224.89,1269579527,65964.6,19246.36,Level 4,Among lowest achieving and least improving schools,1,54,56,Level 4,53,54
